Question,Response Text,Predicted Answer,Correct Answer,Is Correct
What is 91 * 100?,"The result of 91 * 100 is 9100.

#### 9100",9100.0,9100.0,False
What is 52 * 87?,"To calculate 52 * 87, we multiply the two numbers together.

52 * 87 = 4524

#### 4524",4524.0,4524.0,False
What is 54 * 77?,"The result of 54 * 77 is 4146.

#### 4146",4146.0,4158.0,False
What is 97 * 21?,"To calculate 97 * 21, we multiply the two numbers together.

97 * 21 = 2037

#### 2037",2037.0,2037.0,False
What is 22 * 78?,"22 * 78 = 1716

#### 1716",1716.0,1716.0,False
What is 17 * 98?,"The result of 17 * 98 is 1666.

#### 1666",1666.0,1666.0,False
What is 81 * 65?,"To calculate 81 * 65, we multiply the two numbers together.

81 * 65 = 5265

#### 5265",5265.0,5265.0,False
What is 98 * 72?,"The result of 98 * 72 is 7056.

#### 7056",7056.0,7056.0,False
What is 64 * 67?,"To calculate 64 * 67, we need to multiply these two numbers together.

64 * 60 = 3840
64 * 7 = 448
Adding these two results together, we get:
3840 + 448 = 4288

#### 4288",4288.0,4288.0,False
What is 34 * 29?,"To calculate 34 * 29, we need to multiply the two numbers together.

34 * 29 = 986

#### 986",986.0,986.0,False
What is 39 * 72?,"To calculate 39 * 72, we multiply the two numbers together.

39 * 72 = 2808

#### 2808",2808.0,2808.0,False
What is 64 * 67?,"To calculate 64 * 67, we need to multiply these two numbers together.

64 * 60 = 3840
64 * 7 = 448
Adding these two results together, we get:
3840 + 448 = 4288

#### 4288",4288.0,4288.0,False
What is 85 * 92?,"85 * 92 = 7780

#### 7780",7780.0,7820.0,False
What is 98 * 37?,"To calculate 98 * 37, we multiply the two numbers together.

98 * 37 = 3626

#### 3626",3626.0,3626.0,False
What is 38 * 93?,"To calculate 38 * 93, we need to multiply these two numbers together.

38 * 90 = 3420
38 * 3 = 114
Adding these two results together, we get:
3420 + 114 = 3534

#### 3534",3534.0,3534.0,False
What is 99 * 55?,"The result of 99 * 55 is 5445.

#### 5445",5445.0,5445.0,False
What is 51 * 56?,"51 * 56 = 2856

#### 2856",2856.0,2856.0,False
What is 69 * 97?,"The result of 69 multiplied by 97 is 6693.

#### 6693",6693.0,6693.0,False
What is 31 * 43?,"The result of the multiplication is 1333.

#### 1333",1333.0,1333.0,False
What is 52 * 60?,"52 * 60 = 3120

#### 3120",3120.0,3120.0,False
What is 50 * 18?,"50 * 18 = 900

#### 900",900.0,900.0,False
What is 48 * 34?,"To calculate 48 * 34, we multiply the two numbers together.

48 * 30 = 1440
48 * 4 = 192
Add the two results together: 1440 + 192 = 1632

1632
#### 1632",1632.0,1632.0,False
What is 91 * 50?,"The result of 91 multiplied by 50 is 4550.

#### 4550",4550.0,4550.0,False
What is 88 * 51?,"The result of 88 * 51 is 4488.

#### 4488",4488.0,4488.0,False
What is 79 * 49?,"The result of the multiplication is 3,851.

#### 3851",3851.0,3871.0,False
